"n_facture";"id";"date_facture";"montant"
"5749";"2380";"13/08/2020";"0"
"5750";"1188";"13/08/2020";"0"
"5751";"2723";"13/08/2020";"0"
"5752";"2719";"13/08/2020";"0"
"5753";"2695";"13/08/2020";"0"
"5754";"971";"13/08/2020";"0"
"5755";"2686";"14/08/2020";"0"
"5756";"1247";"14/08/2020";"0"
"5757";"2719";"14/08/2020";"0"
"5758";"2720";"14/08/2020";"0"
"5759";"2725";"14/08/2020";"0"
"5760";"2722";"14/08/2020";"0"
"5761";"2722";"14/08/2020";"0"
"5762";"2723";"14/08/2020";"0"
"5763";"2727";"14/08/2020";"0"
"5764";"2726";"14/08/2020";"0"
"5765";"2728";"14/08/2020";"0"
"5766";"2724";"14/08/2020";"0"
"5767";"2660";"15/08/2020";"0"
"5768";"1631";"15/08/2020";"0"
"5769";"160";"15/08/2020";"0"
"5770";"2379";"17/08/2020";"0"
"5771";"2732";"17/08/2020";"0"
"5772";"1259";"17/08/2020";"0"
"5773";"2734";"17/08/2020";"0"
"5774";"2115";"17/08/2020";"0"
"5775";"2733";"17/08/2020";"0"
"5776";"1572";"03/02/2020";"0"
"5777";"1572";"17/08/2020";"0"
"5778";"1585";"17/08/2020";"0"
"5779";"2596";"17/08/2020";"0"
"5780";"640";"17/08/2020";"0"
"5781";"2388";"17/08/2020";"0"
"5782";"2735";"17/08/2020";"0"
"5783";"2386";"18/08/2020";"0"
"5784";"2736";"18/08/2020";"0"
"5785";"2737";"18/08/2020";"0"
"5786";"2692";"18/08/2020";"0"
"5787";"1578";"18/08/2020";"0"
"5788";"469";"18/08/2020";"0"
"5789";"2575";"18/08/2020";"0"
"5790";"2131";"18/08/2020";"0"
"5791";"2409";"18/08/2020";"0"
"5792";"2738";"18/08/2020";"0"
"5793";"2555";"18/08/2020";"0"
"5794";"2710";"18/08/2020";"0"
"5795";"2740";"18/08/2020";"0"
"5796";"2741";"18/08/2020";"0"
"5797";"1326";"18/08/2020";"0"
"5798";"2628";"19/08/2020";"0"
"5799";"2691";"19/08/2020";"0"
"5800";"2355";"19/08/2020";"0"
"5801";"2742";"19/08/2020";"0"
"5802";"1358";"19/08/2020";"0"
"5803";"647";"19/08/2020";"0"
"5804";"2743";"19/08/2020";"0"
"5805";"316";"19/08/2020";"0"
"5806";"1960";"19/08/2020";"0"
"5807";"575";"19/08/2020";"0"
"5808";"441";"19/08/2020";"0"
"5809";"2744";"19/08/2020";"0"
"5810";"2745";"19/08/2020";"0"
"5811";"749";"20/08/2020";"0"
"5812";"2624";"20/08/2020";"0"
"5813";"704";"20/08/2020";"0"
"5814";"2746";"20/08/2020";"0"
"5815";"2744";"20/08/2020";"0"
"5816";"2727";"20/08/2020";"0"
"5817";"852";"20/08/2020";"0"
"5818";"1705";"22/08/2020";"0"
"5819";"2748";"22/08/2020";"0"
"5820";"2749";"22/08/2020";"0"
"5821";"1796";"22/08/2020";"0"
"5822";"2750";"22/08/2020";"0"
"5823";"2535";"";"0"
"5824";"2586";"24/08/2020";"0"
"5825";"1393";"24/08/2020";"0"
"5826";"2751";"24/08/2020";"0"
"5827";"2680";"24/08/2020";"0"
"5828";"2753";"24/08/2020";"0"
"5829";"2718";"24/08/2020";"0"
"5830";"2752";"24/08/2020";"0"
"5831";"2743";"24/08/2020";"0"
"5832";"994";"24/08/2020";"0"
"5833";"2754";"24/08/2020";"0"
"5834";"1631";"24/08/2020";"0"
"5835";"2569";"24/08/2020";"0"
"5836";"2755";"25/08/2020";"0"
"5837";"349";"25/08/2020";"0"
"5838";"2750";"25/08/2020";"0"
"5839";"1546";"25/08/2020";"0"
"5840";"1020";"25/08/2020";"0"
"5841";"1904";"25/08/2020";"0"
"5842";"2100";"25/08/2020";"0"
"5843";"2756";"25/08/2020";"0"
"5844";"2759";"";"0"
"5845";"2758";"25/08/2020";"0"
"5846";"2757";"25/08/2020";"0"
"5847";"2759";"25/08/2020";"0"
"5848";"792";"25/08/2020";"0"
"5849";"2760";"25/08/2020";"0"
"5850";"2761";"25/08/2020";"0"
"5851";"967";"26/08/2020";"0"
"5852";"688";"26/08/2020";"0"
"5853";"1469";"26/08/2020";"0"
"5854";"1391";"26/08/2020";"0"
"5855";"2733";"26/08/2020";"0"
"5856";"2743";"26/08/2020";"0"
"5857";"1073";"26/08/2020";"0"
"5858";"637";"26/08/2020";"0"
"5859";"1312";"26/08/2020";"0"
"5860";"873";"26/08/2020";"0"
"5861";"2764";"26/08/2020";"0"
"5862";"2763";"26/08/2020";"0"
"5863";"985";"26/08/2020";"0"
"5864";"2741";"26/08/2020";"0"
"5865";"2765";"26/08/2020";"0"
"5866";"250";"26/08/2020";"0"
"5867";"1957";"26/08/2020";"0"
"5868";"2766";"27/08/2020";"0"
"5869";"2765";"27/08/2020";"0"
"5870";"2767";"27/08/2020";"0"
"5871";"40";"27/08/2020";"0"
"5872";"2416";"27/08/2020";"0"
"5873";"2756";"27/08/2020";"0"
"5874";"2282";"27/08/2020";"0"
"5875";"2169";"27/08/2020";"0"
"5876";"155";"27/08/2020";"0"
"5877";"2768";"27/08/2020";"0"
"5878";"2378";"27/08/2020";"0"
"5879";"1040";"28/08/2020";"0"
"5880";"1495";"28/08/2020";"0"
"5881";"2769";"28/08/2020";"0"
"5882";"1665";"28/08/2020";"0"
"5883";"2701";"10/08/2020";"0"
"5884";"2701";"28/08/2020";"0"
"5885";"2770";"28/08/2020";"0"
"5886";"2077";"28/08/2020";"0"
"5887";"494";"28/08/2020";"0"
"5888";"2771";"28/08/2020";"0"
"5889";"2775";"29/08/2020";"0"
"5890";"2773";"29/08/2020";"0"
"5891";"1685";"29/08/2020";"0"
"5892";"1685";"29/08/2020";"0"
"5893";"2776";"29/08/2020";"0"
"5894";"2335";"29/08/2020";"0"
"5895";"2777";"31/08/2020";"0"
"5896";"214";"31/08/2020";"0"
"5897";"1312";"31/08/2020";"0"
"5898";"1679";"31/08/2020";"0"
"5899";"1482";"31/08/2020";"0"
"5900";"2778";"31/08/2020";"0"
"5901";"2779";"31/08/2020";"0"
"5902";"206";"31/08/2020";"0"
"5903";"2181";"31/08/2020";"0"
"5904";"2781";"31/08/2020";"0"
"5905";"2780";"31/08/2020";"0"
"5906";"2456";"01/09/2020";"0"
"5907";"2783";"01/09/2020";"0"
"5908";"2784";"01/09/2020";"0"
"5909";"2785";"01/09/2020";"0"
"5910";"1009";"01/09/2020";"0"
"5911";"2786";"01/09/2020";"0"
"5912";"1430";"01/09/2020";"0"
"5913";"2779";"01/09/2020";"0"
"5914";"1482";"01/09/2020";"0"
"5915";"2773";"01/09/2020";"0"
"5916";"826";"01/09/2020";"0"
"5917";"2788";"01/09/2020";"0"
"5918";"827";"01/09/2020";"0"
"5919";"2789";"01/09/2020";"0"
"5920";"2790";"";"0"
"5921";"2787";"01/09/2020";"0"
"5922";"2781";"02/09/2020";"0"
"5923";"2748";"02/09/2020";"0"
"5924";"2701";"02/09/2020";"0"
"5925";"2434";"02/09/2020";"0"
"5926";"2410";"02/09/2020";"0"
"5927";"855";"02/09/2020";"0"
"5928";"2791";"02/09/2020";"0"
"5929";"1600";"02/09/2020";"0"
"5930";"367";"02/09/2020";"0"
"5931";"1598";"02/09/2020";"0"
"5932";"1599";"02/09/2020";"0"
"5933";"2792";"02/09/2020";"0"
"5934";"2442";"02/09/2020";"0"
"5935";"2451";"03/09/2020";"0"
"5936";"2447";"03/09/2020";"0"
"5937";"2794";"03/09/2020";"0"
"5938";"2796";"03/09/2020";"0"
"5939";"2795";"03/09/2020";"0"
"5940";"2787";"03/09/2020";"0"
"5941";"1803";"03/09/2020";"0"
"5942";"1830";"03/09/2020";"0"
"5943";"2276";"03/09/2020";"0"
"5944";"2362";"03/09/2020";"0"
"5945";"2798";"03/09/2020";"0"
"5946";"1175";"03/09/2020";"0"
"5947";"2799";"03/09/2020";"0"
"5948";"1384";"03/09/2020";"0"
"5949";"2800";"03/09/2020";"0"
"5950";"142";"27/04/2020";"0"
"5951";"2440";"03/09/2020";"0"
"5952";"2797";"03/09/2020";"0"
"5953";"142";"03/09/2020";"0"
"5954";"2564";"04/09/2020";"0"
"5955";"2564";"04/09/2020";"0"
"5956";"1641";"28/08/2020";"0"
"5957";"1641";"16/03/2020";"0"
"5958";"2008";"04/09/2020";"0"
"5959";"405";"04/09/2020";"0"
"5960";"1641";"04/09/2020";"0"
"5961";"2469";"04/09/2020";"0"
"5962";"1496";"04/09/2020";"0"
"5963";"117";"04/09/2020";"0"
"5964";"175";"04/09/2020";"0"
"5965";"1432";"04/09/2020";"0"
"5966";"2803";"04/09/2020";"0"
"5967";"2806";"04/09/2020";"0"
"5968";"2807";"04/09/2020";"0"
"5969";"2808";"04/09/2020";"0"
"5970";"1133";"04/09/2020";"0"
"5971";"571";"04/09/2020";"0"
"5972";"2802";"04/09/2020";"0"
"5973";"1023";"04/09/2020";"0"
"5974";"2811";"05/09/2020";"0"
"5975";"367";"05/09/2020";"0"
"5976";"977";"05/09/2020";"0"
"5977";"2812";"05/09/2020";"0"
"5978";"2777";"05/09/2020";"0"
"5979";"2813";"05/09/2020";"0"
"5980";"758";"05/09/2020";"0"
"5981";"2755";"05/09/2020";"0"
"5982";"1964";"05/09/2020";"0"
"5983";"2195";"07/09/2020";"0"
"5984";"2814";"07/09/2020";"0"
"5985";"1631";"07/09/2020";"0"
"5986";"1631";"07/09/2020";"0"
"5987";"2802";"07/09/2020";"0"
"5988";"1748";"07/09/2020";"0"
"5989";"2323";"07/09/2020";"0"
"5990";"2815";"07/09/2020";"0"
"5991";"2457";"07/09/2020";"0"
"5992";"2542";"07/09/2020";"0"
"5993";"632";"07/09/2020";"0"
"5994";"2803";"07/09/2020";"0"
"5995";"2816";"07/09/2020";"0"
"5996";"2803";"07/09/2020";"0"
"5997";"2767";"08/09/2020";"0"
"5998";"2817";"08/09/2020";"0"
"5999";"2818";"08/09/2020";"0"
"6000";"1087";"08/09/2020";"0"
"6001";"1143";"08/09/2020";"0"
"6002";"2819";"08/09/2020";"0"
"6003";"2819";"08/09/2020";"0"
"6004";"2820";"08/09/2020";"0"
"6005";"2399";"08/09/2020";"0"
"6006";"2811";"08/09/2020";"0"
"6007";"2822";"08/09/2020";"0"
"6008";"2821";"08/09/2020";"0"
"6009";"2130";"08/09/2020";"0"
"6010";"2194";"08/09/2020";"0"
"6011";"1045";"09/09/2020";"0"
"6012";"999";"09/09/2020";"0"
"6013";"1021";"09/09/2020";"0"
"6014";"1631";"09/09/2020";"0"
"6015";"2812";"09/09/2020";"0"
"6016";"2823";"09/09/2020";"0"
"6017";"2824";"09/09/2020";"0"
"6018";"2381";"09/09/2020";"0"
"6019";"2825";"09/09/2020";"0"
"6020";"2816";"09/09/2020";"0"
"6021";"2778";"09/09/2020";"0"
"6022";"2799";"09/09/2020";"0"
"6023";"2799";"09/09/2020";"0"
"6024";"917";"09/09/2020";"0"
"6025";"1896";"09/09/2020";"0"
"6026";"2826";"09/09/2020";"0"
"6027";"2828";"10/09/2020";"0"
"6028";"2820";"10/09/2020";"0"
"6029";"2822";"10/09/2020";"0"
"6030";"1780";"10/09/2020";"0"
"6031";"1762";"10/09/2020";"0"
"6032";"2830";"10/09/2020";"0"
"6033";"1369";"10/09/2020";"0"
"6034";"2207";"10/09/2020";"0"
"6035";"2249";"10/09/2020";"0"
"6036";"2831";"10/09/2020";"0"
"6037";"2832";"10/09/2020";"0"
"6038";"2833";"10/09/2020";"0"
"6039";"2834";"10/09/2020";"0"
"6040";"102";"10/09/2020";"0"
"6041";"1933";"11/09/2020";"0"
"6042";"2202";"11/09/2020";"0"
"6043";"1790";"11/09/2020";"0"
"6044";"2835";"11/09/2020";"0"
"6045";"933";"11/09/2020";"0"
"6046";"2836";"11/09/2020";"0"
"6047";"2837";"11/09/2020";"0"
"6048";"2838";"11/09/2020";"0"
"6049";"2826";"11/09/2020";"0"
"6050";"2839";"11/09/2020";"0"
"6051";"2839";"11/09/2020";"0"
"6052";"1461";"11/09/2020";"0"
"6053";"2643";"11/09/2020";"0"
"6054";"2494";"11/09/2020";"0"
"6055";"2840";"11/09/2020";"0"
"6056";"2833";"11/09/2020";"0"
"6057";"2841";"11/09/2020";"0"
"6058";"1698";"11/09/2020";"0"
"6059";"1683";"12/09/2020";"0"
"6060";"821";"12/09/2020";"0"
"6061";"2469";"12/09/2020";"0"
"6062";"811";"12/09/2020";"0"
"6063";"2842";"12/09/2020";"0"
"6064";"2834";"12/09/2020";"0"
"6065";"2843";"12/09/2020";"0"
"6066";"977";"14/09/2020";"0"
"6067";"816";"14/09/2020";"0"
"6068";"2844";"14/09/2020";"0"
"6069";"2845";"14/09/2020";"0"
"6070";"2846";"14/09/2020";"0"
"6071";"516";"14/09/2020";"0"
"6072";"2840";"14/09/2020";"0"
"6073";"1631";"14/09/2020";"0"
"6074";"2500";"14/09/2020";"0"
"6075";"2631";"14/09/2020";"0"
"6076";"2407";"14/09/2020";"0"
"6077";"556";"14/09/2020";"0"
"6078";"2847";"14/09/2020";"0"
"6079";"2299";"14/09/2020";"0"
"6080";"2848";"15/09/2020";"0"
"6081";"2828";"15/09/2020";"0"
"6082";"2843";"15/09/2020";"0"
"6083";"2828";"15/09/2020";"0"
"6084";"2818";"15/09/2020";"0"
"6085";"12";"15/09/2020";"0"
"6086";"1144";"15/09/2020";"0"
"6087";"322";"15/09/2020";"0"
"6088";"1438";"15/09/2020";"0"
"6089";"2849";"15/09/2020";"0"
"6090";"2821";"15/09/2020";"0"
"6091";"2850";"15/09/2020";"0"
"6092";"2851";"15/09/2020";"0"
"6093";"155";"15/09/2020";"0"
"6094";"2502";"15/09/2020";"0"
"6095";"2852";"15/09/2020";"0"
"6096";"842";"15/09/2020";"0"
"6097";"1625";"15/09/2020";"0"
"6098";"1837";"16/09/2020";"0"
"6099";"2209";"16/09/2020";"0"
"6100";"821";"16/09/2020";"0"
"6101";"1528";"16/09/2020";"0"
"6102";"1528";"16/09/2020";"0"
"6103";"2481";"16/09/2020";"0"
"6104";"1392";"16/09/2020";"0"
"6105";"2854";"16/09/2020";"0"
"6106";"2841";"16/09/2020";"0"
"6107";"2640";"16/09/2020";"0"
"6108";"2329";"16/09/2020";"0"
"6109";"2172";"16/09/2020";"0"
"6110";"1820";"16/09/2020";"0"
"6111";"2857";"16/09/2020";"0"
"6112";"2856";"16/09/2020";"0"
"6113";"716";"16/09/2020";"0"
"6114";"2089";"16/09/2020";"0"
"6115";"1958";"16/09/2020";"0"
"6116";"2858";"16/09/2020";"0"
"6117";"2859";"17/09/2020";"0"
"6118";"2302";"17/09/2020";"0"
"6119";"2317";"17/09/2020";"0"
"6120";"2512";"17/09/2020";"0"
"6121";"2513";"17/09/2020";"0"
"6122";"2860";"17/09/2020";"0"
"6123";"2436";"17/09/2020";"0"
"6124";"2861";"17/09/2020";"0"
"6125";"2845";"17/09/2020";"0"
"6126";"2852";"17/09/2020";"0"
"6127";"2862";"17/09/2020";"0"
"6128";"728";"17/09/2020";"0"
"6129";"888";"17/09/2020";"0"
"6130";"598";"17/09/2020";"0"
"6131";"2863";"18/09/2020";"0"
"6132";"2541";"18/09/2020";"0"
"6133";"2864";"18/09/2020";"0"
"6134";"2014";"18/09/2020";"0"
"6135";"2865";"18/09/2020";"0"
"6136";"2499";"18/09/2020";"0"
"6137";"2818";"18/09/2020";"0"
"6138";"2860";"18/09/2020";"0"
"6139";"89";"18/09/2020";"0"
"6140";"1088";"18/09/2020";"0"
"6141";"2867";"18/09/2020";"0"
"6142";"2866";"18/09/2020";"0"
"6143";"2834";"18/09/2020";"0"
"6144";"549";"18/09/2020";"0"
"6145";"1578";"18/09/2020";"0"
"6146";"2372";"18/09/2020";"0"
"6147";"2867";"21/09/2020";"0"
"6148";"2871";"21/09/2020";"0"
"6149";"75";"21/09/2020";"0"
"6150";"1050";"21/09/2020";"0"
"6151";"2869";"21/09/2020";"0"
"6152";"2870";"21/09/2020";"0"
"6153";"2872";"21/09/2020";"0"
"6154";"1297";"21/09/2020";"0"
"6155";"2873";"21/09/2020";"0"
"6156";"629";"21/09/2020";"0"
"6157";"2437";"21/09/2020";"0"
"6158";"2875";"21/09/2020";"0"
"6159";"2652";"21/09/2020";"0"
"6160";"2874";"21/09/2020";"0"
"6161";"2860";"21/09/2020";"0"
"6162";"1433";"22/09/2020";"0"
"6163";"1141";"22/09/2020";"0"
"6164";"1433";"22/09/2020";"0"
"6165";"2637";"22/09/2020";"0"
"6166";"1658";"22/09/2020";"0"
"6167";"1022";"22/09/2020";"0"
"6168";"2877";"22/09/2020";"0"
"6169";"2878";"22/09/2020";"0"
"6170";"2389";"22/09/2020";"0"
"6171";"2869";"22/09/2020";"0"
"6172";"2879";"22/09/2020";"0"
"6173";"2240";"22/09/2020";"0"
"6174";"2811";"22/09/2020";"0"
"6175";"2880";"22/09/2020";"0"
"6176";"2876";"22/09/2020";"0"
"6177";"2876";"22/09/2020";"0"
"6178";"1360";"22/09/2020";"0"
"6179";"748";"22/09/2020";"0"
"6180";"2875";"23/09/2020";"0"
"6181";"2881";"23/09/2020";"0"
"6182";"1132";"23/09/2020";"0"
"6183";"607";"23/09/2020";"0"
"6184";"2882";"23/09/2020";"0"
"6185";"712";"23/09/2020";"0"
"6186";"2514";"23/09/2020";"0"
"6187";"2884";"23/09/2020";"0"
"6188";"961";"23/09/2020";"0"
"6189";"2515";"23/09/2020";"0"
"6190";"2885";"23/09/2020";"0"
"6191";"2382";"23/09/2020";"0"
"6192";"1985";"23/09/2020";"0"
"6193";"573";"23/09/2020";"0"
"6194";"2521";"23/09/2020";"0"
"6195";"1996";"23/09/2020";"0"
"6196";"2887";"24/09/2020";"0"
"6197";"2831";"24/09/2020";"0"
"6198";"2889";"24/09/2020";"0"
"6199";"2888";"24/09/2020";"0"
"6200";"1708";"24/09/2020";"0"
"6201";"171";"24/09/2020";"0"
"6202";"2519";"24/09/2020";"0"
"6203";"2890";"24/09/2020";"0"
"6204";"2893";"";"0"
"6205";"675";"24/09/2020";"0"
"6206";"2892";"24/09/2020";"0"
"6207";"2891";"24/09/2020";"0"
"6208";"2891";"24/09/2020";"0"
"6209";"149";"24/09/2020";"0"
"6210";"2408";"24/09/2020";"0"
"6211";"2895";"24/09/2020";"0"
"6212";"2263";"24/09/2020";"0"
"6213";"2894";"24/09/2020";"0"
"6214";"1295";"24/09/2020";"0"
"6215";"1488";"24/09/2020";"0"
"6216";"431";"25/09/2020";"0"
"6217";"1066";"25/09/2020";"0"
"6218";"1067";"25/09/2020";"0"
"6219";"2897";"25/09/2020";"0"
"6220";"2896";"25/09/2020";"0"
"6221";"1091";"25/09/2020";"0"
"6222";"1388";"25/09/2020";"0"
"6223";"2898";"25/09/2020";"0"
"6224";"2549";"25/09/2020";"0"
"6225";"283";"25/09/2020";"0"
"6226";"2536";"25/09/2020";"0"
"6227";"2423";"25/09/2020";"0"
"6228";"2894";"25/09/2020";"0"
"6229";"2888";"25/09/2020";"0"
"6230";"2899";"25/09/2020";"0"
"6231";"621";"28/09/2020";"0"
"6232";"577";"28/09/2020";"0"
"6233";"802";"28/09/2020";"0"
"6234";"2900";"28/09/2020";"0"
"6235";"2901";"28/09/2020";"0"
"6236";"2329";"";"0"
"6237";"2887";"28/09/2020";"0"
"6238";"2902";"28/09/2020";"0"
"6239";"2897";"28/09/2020";"0"
"6240";"675";"28/09/2020";"0"
"6241";"2905";"28/09/2020";"0"
"6242";"2424";"28/09/2020";"0"
"6243";"2173";"28/09/2020";"0"
"6244";"2903";"28/09/2020";"0"
"6245";"1346";"28/09/2020";"0"
"6246";"1850";"28/09/2020";"0"
"6247";"1767";"28/09/2020";"0"
"6248";"2906";"28/09/2020";"0"
"6249";"2013";"28/09/2020";"0"
"6250";"2908";"28/09/2020";"0"
"6251";"2524";"28/09/2020";"0"
"6252";"2174";"28/09/2020";"0"
"6253";"2907";"28/09/2020";"0"
"6254";"2578";"28/09/2020";"0"
"6255";"2528";"29/09/2020";"0"
"6256";"619";"29/09/2020";"0"
"6257";"2014";"29/09/2020";"0"
"6258";"2910";"29/09/2020";"0"
"6259";"1876";"30/06/2020";"0"
"6260";"2432";"29/09/2020";"0"
"6261";"2885";"29/09/2020";"0"
"6262";"2026";"29/09/2020";"0"
"6263";"1876";"29/09/2020";"0"
"6264";"2909";"29/09/2020";"0"
"6265";"2913";"29/09/2020";"0"
"6266";"2915";"29/09/2020";"0"
"6267";"459";"29/09/2020";"0"
"6268";"2912";"29/09/2020";"0"
"6269";"2916";"29/09/2020";"0"
"6270";"2911";"29/09/2020";"0"
"6271";"2914";"29/09/2020";"0"
"6272";"2917";"30/09/2020";"0"
"6273";"2032";"30/09/2020";"0"
"6274";"2654";"30/09/2020";"0"
"6275";"1310";"30/09/2020";"0"
"6276";"2874";"30/09/2020";"0"
"6277";"2609";"30/09/2020";"0"
"6278";"1106";"30/09/2020";"0"
"6279";"2456";"30/09/2020";"0"
"6280";"900";"30/09/2020";"0"
"6281";"2573";"30/09/2020";"0"
"6282";"2395";"30/09/2020";"0"
"6283";"2395";"";"0"
"6284";"2395";"";"0"
"6285";"594";"30/09/2020";"0"
"6286";"2916";"30/09/2020";"0"
"6287";"2918";"01/10/2020";"0"
"6288";"2919";"01/10/2020";"0"
"6289";"2773";"01/10/2020";"0"
"6290";"2899";"01/10/2020";"0"
"6291";"2922";"01/10/2020";"0"
"6292";"2921";"01/10/2020";"0"
"6293";"2920";"01/10/2020";"0"
"6294";"2664";"01/10/2020";"0"
"6295";"722";"01/10/2020";"0"
"6296";"2925";"01/10/2020";"0"
"6297";"2924";"01/10/2020";"0"
"6298";"1998";"01/10/2020";"0"
"6299";"1052";"01/10/2020";"0"
"6300";"2926";"01/10/2020";"0"
"6301";"2241";"01/10/2020";"0"
"6302";"2921";"02/10/2020";"0"
"6303";"2927";"02/10/2020";"0"
"6304";"2898";"02/10/2020";"0"
"6305";"2898";"02/10/2020";"0"
"6306";"2928";"02/10/2020";"0"
"6307";"2014";"02/10/2020";"0"
"6308";"2834";"25/09/2020";"0"
"6309";"2914";"02/10/2020";"0"
"6310";"2834";"02/10/2020";"0"
"6311";"2901";"02/10/2020";"0"
"6312";"2839";"02/10/2020";"0"
"6313";"2099";"02/10/2020";"0"
"6314";"2930";"02/10/2020";"0"
"6315";"2908";"02/10/2020";"0"
"6316";"2931";"02/10/2020";"0"
"6317";"186";"02/10/2020";"0"
"6318";"2811";"02/10/2020";"0"
"6319";"2932";"05/10/2020";"0"
"6320";"2926";"05/10/2020";"0"
"6321";"1397";"05/10/2020";"0"
"6322";"221";"05/10/2020";"0"
"6323";"1118";"05/10/2020";"0"
"6324";"2902";"05/10/2020";"0"
"6325";"2936";"05/10/2020";"0"
"6326";"2935";"05/10/2020";"0"
"6327";"2934";"05/10/2020";"0"
"6328";"2933";"05/10/2020";"0"
"6329";"2675";"05/10/2020";"0"
"6330";"2418";"05/10/2020";"0"
"6331";"435";"05/10/2020";"0"
"6332";"53";"05/10/2020";"0"
"6333";"1730";"05/10/2020";"0"
"6334";"2938";"05/10/2020";"0"
"6335";"2652";"05/10/2020";"0"
"6336";"2626";"05/10/2020";"0"
"6337";"1131";"05/10/2020";"0"
"6338";"2167";"06/10/2020";"0"
"6339";"2940";"06/10/2020";"0"
"6340";"374";"06/10/2020";"0"
"6341";"2918";"06/10/2020";"0"
"6342";"2924";"06/10/2020";"0"
"6343";"934";"06/10/2020";"0"
"6344";"2860";"06/10/2020";"0"
"6345";"2343";"06/10/2020";"0"
"6346";"2872";"06/10/2020";"0"
"6347";"687";"06/10/2020";"0"
"6348";"2925";"06/10/2020";"0"
"6349";"1424";"06/10/2020";"0"
"6350";"2544";"06/10/2020";"0"
"6351";"2527";"06/10/2020";"0"
"6352";"2163";"07/10/2020";"0"
"6353";"2933";"07/10/2020";"0"
"6354";"2941";"07/10/2020";"0"
"6355";"2093";"07/10/2020";"0"
"6356";"2930";"07/10/2020";"0"
"6357";"2824";"07/10/2020";"0"
"6358";"1361";"07/10/2020";"0"
"6359";"2567";"07/10/2020";"0"
"6360";"2880";"07/10/2020";"0"
"6361";"2599";"07/10/2020";"0"
"6362";"567";"07/10/2020";"0"
"6363";"1714";"07/10/2020";"0"
"6364";"569";"07/10/2020";"0"
"6365";"2268";"07/10/2020";"0"
"6366";"1425";"07/10/2020";"0"
"6367";"1931";"07/10/2020";"0"
"6368";"1980";"07/10/2020";"0"
"6369";"2942";"08/10/2020";"0"
"6370";"750";"08/10/2020";"0"
"6371";"2944";"08/10/2020";"0"
"6372";"1203";"08/10/2020";"0"
"6373";"2945";"08/10/2020";"0"
"6374";"2946";"08/10/2020";"0"
"6375";"2947";"08/10/2020";"0"
"6376";"2907";"08/10/2020";"0"
"6377";"2013";"08/10/2020";"0"
"6378";"2300";"08/10/2020";"0"
"6379";"2943";"08/10/2020";"0"
"6380";"2948";"08/10/2020";"0"
"6381";"2894";"08/10/2020";"0"
"6382";"2949";"08/10/2020";"0"
"6383";"819";"09/10/2020";"0"
"6384";"2184";"09/10/2020";"0"
"6385";"2848";"09/10/2020";"0"
"6386";"2816";"09/10/2020";"0"
"6387";"2950";"09/10/2020";"0"
"6388";"2892";"09/10/2020";"0"
"6389";"2951";"09/10/2020";"0"
"6390";"2533";"09/10/2020";"0"
"6391";"581";"09/10/2020";"0"
"6392";"2518";"09/10/2020";"0"
"6393";"2392";"09/10/2020";"0"
"6394";"2952";"09/10/2020";"0"
"6395";"890";"09/10/2020";"0"
"6396";"2953";"09/10/2020";"0"
"6397";"1833";"09/10/2020";"0"
"6398";"2624";"09/10/2020";"0"
"6399";"2954";"09/10/2020";"0"
"6400";"2955";"12/10/2020";"0"
"6401";"2584";"12/10/2020";"0"
"6402";"2956";"12/10/2020";"0"
"6403";"2957";"12/10/2020";"0"
"6404";"919";"12/10/2020";"0"
"6405";"2488";"12/10/2020";"0"
"6406";"2014";"12/10/2020";"0"
"6407";"2869";"12/10/2020";"0"
"6408";"2959";"12/10/2020";"0"
"6409";"2695";"12/10/2020";"0"
"6410";"287";"12/10/2020";"0"
"6411";"2534";"12/10/2020";"0"
"6412";"1947";"12/10/2020";"0"
"6413";"2301";"12/10/2020";"0"
"6414";"1813";"12/10/2020";"0"
"6415";"2336";"12/10/2020";"0"
"6416";"2960";"13/10/2020";"0"
"6417";"2907";"13/10/2020";"0"
"6418";"2638";"13/10/2020";"0"
"6419";"2961";"13/10/2020";"0"
"6420";"2962";"13/10/2020";"0"
"6421";"1832";"13/10/2020";"0"
"6422";"2627";"13/10/2020";"0"
"6423";"2882";"13/10/2020";"0"
"6424";"2574";"13/10/2020";"0"
"6425";"2963";"13/10/2020";"0"
"6426";"2621";"13/10/2020";"0"
"6427";"1363";"13/10/2020";"0"
"6428";"2964";"13/10/2020";"0"
"6429";"2965";"13/10/2020";"0"
"6430";"1450";"13/10/2020";"0"
"6431";"2955";"13/10/2020";"0"
"6432";"95";"13/10/2020";"0"
"6433";"1616";"13/10/2020";"0"
"6434";"2966";"13/10/2020";"0"
"6435";"2776";"13/10/2020";"0"
"6436";"2968";"13/10/2020";"0"
"6437";"2854";"14/10/2020";"0"
"6438";"1596";"14/10/2020";"0"
"6439";"1252";"14/10/2020";"0"
"6440";"2660";"14/10/2020";"0"
"6441";"1434";"14/10/2020";"0"
"6442";"2919";"14/10/2020";"0"
"6443";"2147";"14/10/2020";"0"
"6444";"2838";"14/10/2020";"0"
"6445";"2179";"14/10/2020";"0"
"6446";"976";"14/10/2020";"0"
"6447";"2969";"14/10/2020";"0"
"6448";"1054";"14/10/2020";"0"
"6449";"2957";"14/10/2020";"0"
"6450";"2971";"14/10/2020";"0"
"6451";"2970";"14/10/2020";"0"
"6452";"2612";"14/10/2020";"0"
"6453";"2632";"14/10/2020";"0"
"6454";"2634";"14/10/2020";"0"
